"TSS Code","Source Site","Study Name","BCR"
"5c8f49ee-1f50-4602-8891-ea490a3166da","VN","NCI Urologic Oncology Branch","Prostate adenocarcinoma","NCH"
"0277038e-0d32-480c-8f4e-79ac63addca6","VP","Washington University","Prostate adenocarcinoma","NCH"
"16358d21-8639-4c77-a525-0f68436fca74","VQ","Barretos Cancer Hospital","Stomach adenocarcinoma","NCH"
"ef16e539-763b-400a-ae68-903636392a3c","VR","Barretos Cancer Hospital","Esophageal carcinoma ","NCH"
"79f0497d-56e5-4bdc-9f8f-134041ab7173","VS","Barretos Cancer Hospital","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"f7a76a53-c893-4d5b-92bc-98727ae44708","VT","Vanderbilt","Sarcoma","NCH"
"8201c679-7cb6-4ccd-be2f-33f6c0ceaf78","VU","Northwestern University","Bladder Urothelial Carcinoma","NCH"
"1dcbe77a-894d-4ceb-8520-2997c8a08068","VV"," John Wayne Cancer Center","Brain Lower Grade Glioma","NCH"
"45232690-7d8c-4193-8103-6a8e00ddedf0","VW","Northwestern University","Brain Lower Grade Glioma","NCH"
"2437fe88-2f38-416c-a9d9-21d43f3d64d0","VX","Northwestern University","Stomach adenocarcinoma","NCH"
"6148222f-c9c8-4e9b-833e-24b1e434f6e0","VY"," Emory University","Uveal Melanoma","NCH"
"a282aa21-a005-46c1-8fea-a82c534877aa","VZ","Albert Einstein Medical Center","Pheochromocytoma and Paraganglioma","NCH"
"0f27afda-499b-43a6-8af9-234b1f479fcd","W2","Medical College of Wisconsin","Pheochromocytoma and Paraganglioma","NCH"
"21b91a06-b355-4436-81e3-4666fa02f393","W3"," John Wayne Cancer Center","Skin Cutaneous Melanoma","NCH"
"1d2e0a8c-c9f8-46cc-833f-c2bab4449e9e","W4","University of North Carolina","Testicular Germ Cell Tumors","NCH"
"c3b4aa1c-19e7-4822-bc8a-15c0e34c754c","W5","Mayo Clinic Rochester","Cholangiocarcinoma","NCH"
"a98b4ab0-32dd-4b56-9794-f5115aefc807","W6","UCSF","Cholangiocarcinoma","NCH"
"28e7c0da-0395-4ef9-8a4a-3224e45595bc","W7","Garvan Institute of Medical Research","Cholangiocarcinoma","NCH"
"bd3f6024-3e27-4346-b68e-dbcf1cfd5843","W8","Greenville Health System","Breast invasive carcinoma","NCH"
"8d29e222-76da-4a01-9f46-b3a7bc5a7152","W9","University of Kansas","Brain Lower Grade Glioma","NCH"
"e043f421-86b3-4040-8831-b27d7a775d9c","WA","University of Schleswig-Holstein","Head and Neck squamous cell carcinoma","NCH"
"8f58a8ba-7439-4646-82a3-565c0f3eed2d","WB","Erasmus MC","Pheochromocytoma and Paraganglioma","NCH"
"58c4402d-cb9a-424c-83e0-f492f8b372af","WC","MD Anderson","Uveal Melanoma","NCH"
"db11d48c-18d6-4803-8692-6b81308a10e7","WD"," Emory University","Cholangiocarcinoma","NCH"
"45593bb0-6646-432c-a9b2-206283984899","WE"," Norfolk and Norwich Hospital","Skin Cutaneous Melanoma","NCH"
"f7bc71e2-4a99-4b0b-b540-da6bda5aa804","WF","Greenville Health System","Pancreatic adenocarcinoma","NCH"
"5dd799f7-7ee8-4c98-81fb-91a0a8a1e321","WG","Greenville Health System","Lung squamous cell carcinoma","NCH"
"3ead7101-468d-4925-bc5a-08330c0aee60","WH","Greenville Health System","Brain Lower Grade Glioma","NCH"
"bc28b02b-f69d-40bc-a0ce-531e809ba50c","WJ","Greenville Health System","Liver hepatocellular carcinoma","NCH"
"bf4d322a-e747-41d7-b304-5c8a58f717a9","WK","Brigham and Women's Hospital","Sarcoma","NCH"
"74c2947c-e8e1-4391-98d2-fefb39e17d30","WL","University of Kansas","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"88a20450-4203-4069-b039-5b7a5c9b2f0c","WM","University of Kansas","Kidney renal clear cell carcinoma","NCH"
"e3a04b96-71b3-410e-a708-4bd16738d919","WN","University of Kansas","Kidney renal papillary cell carcinoma","NCH"
"30b746fc-47f9-467a-8ef8-9594262f44f0","WP","University of Kansas","Sarcoma","NCH"
"f71495ae-bb32-4555-9a92-0bfed19f00d3","WQ","University of Kansas","Liver hepatocellular carcinoma","NCH"
"42f7b067-64e0-4691-9054-d322d0f33531","WR","University of Kansas","Ovarian serous cystadenocarcinoma","NCH"
"45af2998-8deb-425e-a8b0-678cdeacb0c5","WS","University of Kansas","Colon adenocarcinoma","NCH"
"e806809c-982c-4163-8a02-137f08aa3f71","WT","University of Kansas","Breast invasive carcinoma","NCH"
"908b34e7-6abb-474b-a5e7-2f44fcaf7fcf","WU","Wake Forest University","Colon adenocarcinoma","NCH"
"74884563-a1fc-420b-babd-7770a552d530","WV","Wake Forest University","Skin Cutaneous Melanoma","NCH"
"33747615-5707-448e-865a-fa9ac2298984","WW","Wake Forest University","Prostate adenocarcinoma","NCH"
"cfdd4bc4-71f6-4a29-9218-f4b23f091a5e","WX","Yale University","Liver hepatocellular carcinoma","NCH"
"6690dfa2-4d77-4cab-bd7e-23179be706d6","WY","Johns Hopkins","Brain Lower Grade Glioma","NCH"
"c767b2b7-88bc-4d89-9984-d3c985efbcfb","WZ"," International Genomics Consortium","Testicular Germ Cell Tumors","NCH"
"0ffd1a72-0985-4cf2-a7a9-32329920a67e","X2","University of Washington","Sarcoma","NCH"
"f97343ea-83ac-4446-9423-4f5405776c6f","X3","Cleveland Clinic Foundation","Testicular Germ Cell Tumors","NCH"
"4cd5a55b-bdc3-4fec-b6f1-451c64b26629","X4","Institute for Medical Research","Prostate adenocarcinoma","NCH"
"15c414ea-2830-450a-9813-615941006054","X5","Institute of Human Virology Nigeria","Bladder Urothelial Carcinoma","NCH"
"4d47936b-36ca-45f7-bbe5-09935805b621","X6","University of Iowa","Sarcoma","NCH"
"7133793e-4b53-44c6-a346-d36c6a252724","X7","ABS IUPUI","Thymoma","NCH"
"3cd2de73-6561-4747-bbfc-987fd23b9e36","X8","St. Joseph's Hospital Arizona","Esophageal carcinoma ","NCH"
"15cfd0fb-4fa7-46a4-ac44-7a7a1638a7e0","X9","University of California, Davis","Sarcoma","NCH"
"0e11acf6-edd1-4e38-818e-8763da08214e","XA"," University of Minnesota","Prostate adenocarcinoma","NCH"
"e5c45ff8-9f66-4b5a-803a-e4d22d18fba3","XB","Albert Einstein Medical Center","Esophageal carcinoma ","NCH"
"ac4a5180-b72d-49f7-9155-2a8e5f02b3c5","XC","Albert Einstein Medical Center","Lung squamous cell carcinoma","NCH"
"47c69665-ef44-459e-a130-53a8416d32ea","XD","Providence Portland Medical Center","Pancreatic adenocarcinoma","NCH"
"34c9557d-c5ab-4fb2-af82-68bce7bfd8ae","XE","University of Southern California","Testicular Germ Cell Tumors","NCH"
"d2b8c863-cc04-4bf8-ad07-8e21b418480a","XF","University of Southern California","Bladder Urothelial Carcinoma","NCH"
"7c8c1e86-fa75-4913-8100-8dfcf357451d","XG","BLN UT Southwestern Medical Center at Dallas","Pheochromocytoma and Paraganglioma","NCH"
"199af32a-ae7e-4b60-be80-be903561d332","XH","BLN Baylor","Thymoma","NCH"
"fbd2f992-e5e5-4ca2-b4d4-496eeae1de60","XJ","University of Kansas","Prostate adenocarcinoma","NCH"
"de74020a-d41d-483e-ac91-531fa3f51ee2","XK","Mayo Clinic Arizona","Prostate adenocarcinoma","NCH"
"60f04ff8-be1e-4481-ada1-cda92df528f5","XL","Mayo Clinic Arizona","Testicular Germ Cell Tumors","NCH"
"83a06b2b-91dd-4f98-8c1f-385c22254eb1","XM","MSKCC","Thymoma","NCH"
"3b93ff3b-51b9-47aa-bea7-5067828c2f97","XN","University of Sao Paulo","Pancreatic adenocarcinoma","NCH"
"bdfd4fc4-8944-4e2a-9d8c-e71287eb00da","XP","University of Sao Paulo","Esophageal carcinoma ","NCH"
"287918c2-71e2-4245-8b19-56904efac30e","XQ","University of Sao Paulo","Prostate adenocarcinoma","NCH"
"90d43dcb-0400-4059-810d-6f3e7df1a4b3","XR","University of Sao Paulo","Liver hepatocellular carcinoma","NCH"
"ab8ed10e-5520-4de5-9160-2d760ba97992","XS","University of Sao Paulo","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"d573afd5-f911-43c9-9933-ea2290eadd15","XT","Johns Hopkins","Mesothelioma","NCH"
"bbbd43e5-0e3f-4158-8a72-4e598ebda0cc","XU","University Health Network","Thymoma","NCH"
"4c5cac56-4c98-4bc7-b169-c75e4ad21238","XV"," Capital Biosciences","Skin Cutaneous Melanoma","NCH"
"bd47f297-984b-4fc3-a070-1f381ab9fae2","XW"," Capital Biosciences","Esophageal carcinoma ","NCH"
"8a6dcf80-34d0-408c-b7aa-2cb663844c44","XX","Spectrum Health","Breast invasive carcinoma","NCH"
"d09236ba-818a-4395-b26d-92e1cf5fb594","XY","Spectrum Health","Testicular Germ Cell Tumors","NCH"
"c0ad3a1b-2836-4ca6-a4da-d8c556e52677","XZ","University of Chicago","Cholangiocarcinoma","NCH"
"b53925d3-6e87-40ba-bab1-f983d6ee7b15","Y2","Spectrum Health","Colon adenocarcinoma","NCH"
"dc61a920-d5e2-4459-b477-a681f8ac6889","Y3","University of New Mexico","Acute Myeloid Leukemia","NCH"
"38ed2010-6917-4d8c-99f6-87ef7168cf80","Y4","University of Arizona","Ovarian serous cystadenocarcinoma","NCH"
"7f736a7d-6360-4821-92ed-2683a5cca61e","Y5","University of Arizona","Sarcoma","NCH"
"1b8b27c2-bfc9-450b-9da9-be1c024a2e65","Y6","University of Arizona","Prostate adenocarcinoma","NCH"
"73ffa736-14d5-41d3-aa7a-bcf8e195c940","Y7","Spectrum Health","Kidney renal clear cell carcinoma","NCH"
"fdcab5f2-0dc6-4193-8bf9-311894363772","Y8","Spectrum Health","Kidney renal papillary cell carcinoma","NCH"
"09304b4f-8424-4e43-97fc-b42ef9db8669","Y9","Spectrum Health","Mesothelioma","NCH"
"fbb49e28-f280-4f48-81e2-8a9df2b616c3","YA","Spectrum Health","Liver hepatocellular carcinoma","NCH"
"81f6c2b5-9fce-4347-83fe-fc9ef62b35de","YB","Spectrum Health","Pancreatic adenocarcinoma","NCH"
"c8508e14-8a38-47e6-8d4e-5db96fc99a71","YC","Spectrum Health","Bladder Urothelial Carcinoma","NCH"
"29d7c4d9-cc53-430a-8f45-a57fd63506b8","YD","Spectrum Health","Skin Cutaneous Melanoma","NCH"
"c692c2d5-7f58-488f-84b1-fb768432d172","YE","Stanford University","Breast invasive carcinoma","NCH"
"4ed749df-2bc9-4287-9775-ddc3221a57ce","YF","University of Puerto Rico","Bladder Urothelial Carcinoma","NCH"
"72718be7-edcd-409a-bd28-4cb0098623a8","YG","University of Puerto Rico","Skin Cutaneous Melanoma","NCH"
"29b73ffc-5aeb-47ad-839f-63eaa82e2d69","YH","Stanford University","Pancreatic adenocarcinoma","NCH"
"c7135d3b-0d85-4dcd-abb4-3751c043a32f","YJ","Stanford University","Prostate adenocarcinoma","NCH"
"56eaa93d-699a-4140-99a6-8fc0e2b38a72","YK","Spectrum Health","Brain Lower Grade Glioma","NCH"
"a03bcbb9-0a53-4b77-80d1-6f455d02a270","YL","PROCURE Biobank","Prostate adenocarcinoma","NCH"
"94a5a4b5-853f-4ed1-a0c9-dc6a31867ec3","YM","University of Arizona","Breast invasive carcinoma","NCH"
"b3d0e916-bd40-4aa4-8d92-493be75eea96","YN","University of Arizona","Skin Cutaneous Melanoma","NCH"
"3d8a7205-ba8e-4a0d-8ecf-4726411c2e0b","YR","Barretos Cancer Hospital","Cholangiocarcinoma","NCH"
"3b5df562-44ec-44f0-ac85-8db99fc51433","YS","Barretos Cancer Hospital","Mesothelioma","NCH"
"1aa22c1d-da60-4233-8c08-2b40ab8d5dec","YT","Barretos Cancer Hospital","Thymoma","NCH"
"6d7efac6-7dc8-4966-af5e-3a9ff5bc4590","YU","Barretos Cancer Hospital","Testicular Germ Cell Tumors","NCH"
"1a7f0a43-5b0d-4f83-ba19-8d221f9bdb23","YV","MSKCC","Uveal Melanoma","NCH"
"e68254fe-9b09-445b-9f9f-3b2d6923db80","YW","Albert Einstein Medical Center","Sarcoma","NCH"
"3041f84b-298f-4c9b-aef9-fbffd6547ada","YX","Emory University","Stomach adenocarcinoma","NCH"
"371dcb33-2066-48a8-953a-c84c77352e32","YY","Roswell Park","Pancreatic adenocarcinoma","NCH"
"e6e45d8e-9b7d-48eb-9f6a-49832fac335e","YZ","The Ohio State University","Uveal Melanoma","NCH"
"28883c59-77cb-4dd4-ad4b-e6859706fb91","Z2","IDI-IRCCS","Skin Cutaneous Melanoma","NCH"
"cb99e2a7-37db-4f4c-933e-94567315dff5","Z3","UCLA","Sarcoma","NCH"
"3efad239-2b5b-4a3d-a332-4b3b92f203a7","Z4","Cureline","Sarcoma","NCH"
"201c994a-f738-4ef7-83cb-851488c66f82","Z5","Cureline","Pancreatic adenocarcinoma","NCH"
"0e50e317-b910-41c8-94b3-28f4ba254863","Z6","Cureline","Esophageal carcinoma ","NCH"
"71898c76-719b-4c95-a58f-d6934f1691a3","Z7","John Wayne Cancer Center","Breast invasive carcinoma","NCH"
"b0bd79ff-9bc0-4c6d-aa0c-59fde9a7b6fd","Z8","John Wayne Cancer Center","Pancreatic adenocarcinoma","NCH"
"f00abfe3-42c3-410b-a077-0dcb7607ae37","Z9","John Wayne Cancer Center","Sarcoma","NCH"
"ad3a66a1-41a2-4489-a110-b8819ef3f2f6","ZA","Candler","Stomach adenocarcinoma","NCH"
"dc536987-62fc-415a-a9ff-6c57483a474c","ZB","Thoraxklinik","Thymoma","NCH"
"29bbe2bd-a5b3-4d46-9056-9586d821931a","ZC"," University of Mannheim","Thymoma","NCH"
"c90e3993-29d7-40c9-8ae0-5470058cf551","ZD","ILSbio","Cholangiocarcinoma","NCH"
"c540fd0e-98fe-498c-932f-ad2e6da5b759","ZE","Spectrum Health","Lung squamous cell carcinoma","NCH"
"43184488-7d27-4a4e-a536-546ce5eed2ec","ZF","University of Sheffield","Bladder Urothelial Carcinoma","NCH"
"c2b2e2c9-9be8-4f2f-b9d7-f18994791f70","ZG","University Medical Center Hamburg-Eppendorf","Prostate adenocarcinoma","NCH"
"5c8cb459-98c2-4cc4-bc96-426c8cebbefe","ZH","University of North Carolina","Cholangiocarcinoma","NCH"
"0c6563c3-eee7-4ce6-9eb4-4104e316b7fd","ZJ","NCI HRE Branch","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"8a83c701-fce2-41e9-9207-8aa1b3918e87","ZK","University of New Mexico","Cholangiocarcinoma","NCH"
"5d1538f2-2b61-4497-8403-4fa0efcc7989","ZL","Valley Hospital","Thymoma","NCH"
"0b19c9ef-eeed-41cd-b6ab-d935063c3f7c","ZM","University of Ulm","Testicular Germ Cell Tumors","NCH"
"937de8f1-dbe8-4d9c-aabc-7278841f30b4","ZN","Brigham and Women's Hospital Division of Thoracic Surgery","Mesothelioma","NCH"
"b9464384-9bd4-429e-a235-6b17d7f9823c","ZP","Medical College of Wisconsin","Liver hepatocellular carcinoma","NCH"
"5df6d631-f564-4763-9234-af5a9c6d7608","ZQ","Tayside Tissue Bank","Stomach adenocarcinoma","NCH"
"07457916-fc4f-4531-8f6a-f9acaca4c8a7","ZR","Tayside Tissue Bank","Esophageal carcinoma ","NCH"
"7ae819fd-df3b-4d66-91d3-02d8c2472f61","ZS","Tayside Tissue Bank","Liver hepatocellular carcinoma","NCH"
"d6b80bba-b547-49f4-b27f-5d6f3e0a327b","ZT"," International Genomics Consortium","Thymoma","NCH"
"956bbcb4-5501-4b73-8fc9-5575f91a38e4","ZU","Spectrum Health","Cholangiocarcinoma","NCH"
"bd2c63f2-ce89-400a-aee3-8a7c97a7f70f","ZW","University of Alabama","Pancreatic adenocarcinoma","NCH"
"cf579edb-555e-46f7-954c-cfbcdc2d3db0","ZX","University of Alabama","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"65aa2ac8-e304-483a-91ec-77bf326f7d11","ZY","University of Alabama","Liver hepatocellular carcinoma","NCH"
"7760e41c-dd67-468f-92c6-fb58fbab12c4","ZZ","University of Alabama","Breast invasive carcinoma","NCH"
